titulo;link;id
 Deep Dive: These 60 large U.S. companies are ‘susceptible to a dividend cut,’ according to Jefferies - 09:54 AM EDT;http://www.marketwatch.com/news/story.asp?guid=%7B3992CC32-7344-11EA-8FCD-C7AD1124A124%7D&siteid=rss&rss=1;http-marketwatch-com-news-story-asp-guid-7B3992CC32-7344-11EA-8FCD-C7
 U.S. Home-Price Growth Accelerated Before Pandemic - 09:54 AM EDT;https://www.wsj.com/articles/u-s-home-price-growth-accelerated-before-pandemic-11585660702?mod=pls_whats_news_us_business_f;wsj-com-articles-u-s-home-price-growth-accelerated-before-pandemic-11
 Steven Mnuchin Is Trying to Rescue the Economy From the Coronavirus - 09:54 AM EDT;https://www.wsj.com/articles/steven-mnuchin-is-trying-to-rescue-the-economy-from-the-coronavirus-11585654202?mod=pls_whats_news_us_business_f;wsj-com-articles-steven-mnuchin-is-trying-to-rescue-the-economy-from-
 Failure to Prepare is Endemic - 09:54 AM EDT;http://marginalrevolution.com/marginalrevolution/2020/03/failure-to-prepare-is-endemic.html;http-marginalrevolution-com-marginalrevolution-2020-03-failure-to-pre
 As the Nation Worries About Coronavirus, the Trump Administration is Rolling Back Environmental Rules - 09:53 AM EDT;https://www.motherjones.com/environment/2020/03/coronavirus-epa-deregulation/;motherjones-com-environment-2020-03-coronavirus-epa-deregulation-
 Coronavirus: What are people buying online while stuck at home? - 09:53 AM EDT;https://www.mercurynews.com/2020/03/31/coronavirus-what-are-people-buying-online-while-stuck-at-home/;mercurynews-com-2020-03-31-coronavirus-what-are-people-buying-online-
 Marin’s coronavirus death toll hits 4 - 09:53 AM EDT;https://www.mercurynews.com/2020/03/31/marins-coronavirus-death-toll-hits-4-lockdown-extended-to-may-1/;mercurynews-com-2020-03-31-marins-coronavirus-death-toll-hits-4-lockd
 Texas oil producers launch new effort to solve demand imbalance - 09:53 AM EDT;https://www.axios.com/texas-oil-demand-coronavirus-e8392241-b1c7-45fe-96a8-f3b7f22d2084.html;axios-com-texas-oil-demand-coronavirus-e8392241-b1c7-45fe-96a8-f3b7f2
 Unease at Kentucky Project Mirrors Construction Industry’s Fears - 09:53 AM EDT;https://www.nytimes.com/2020/03/31/business/development-louisville-kentucky-coronavirus.html;nytimes-com-2020-03-31-business-development-louisville-kentucky-coron
 ‘Our Situation is Apocalyptic’: Bangladesh Garment Workers Face Ruin - 09:53 AM EDT;https://www.nytimes.com/2020/03/31/fashion/coronavirus-bangladesh.html;nytimes-com-2020-03-31-fashion-coronavirus-bangladesh-html
 Coronavirus and sports: Bundesliga eyeing May return - 09:53 AM EDT;https://www.dw.com/en/coronavirus-and-sports-bundesliga-eyeing-may-return/a-52569936?maca=en-rss-en-all-1573-rdf;dw-com-en-coronavirus-and-sports-bundesliga-eyeing-may-return-a-52569
 Coronavirus latest: Spain records highest death count yet - 09:53 AM EDT;https://www.dw.com/en/coronavirus-latest-spain-records-highest-death-count-yet/a-52963155?maca=en-rss-en-all-1573-rdf;dw-com-en-coronavirus-latest-spain-records-highest-death-count-yet-a-
 StayTheF***Home: Russian online bar shakes up self-isolation - 09:53 AM EDT;https://www.dw.com/en/staythef-home-russian-online-bar-shakes-up-self-isolation/a-52967919?maca=en-rss-en-all-1573-rdf;dw-com-en-staythef-home-russian-online-bar-shakes-up-self-isolation-a
 Detroit: America's next Covid-19 hotspot battles to prepare for coming surge - 09:53 AM EDT;https://www.theguardian.com/us-news/2020/mar/31/detroit-coronavirus-america-michigan-poverty;theguardian-com-us-news-2020-mar-31-detroit-coronavirus-america-michi
 Venture capital isn’t escaping the downward spiral of the global economy - 09:53 AM EDT;https://techcrunch.com/2020/03/31/venture-capital-isnt-escaping-the-downward-spiral-of-the-global-economy/;techcrunch-com-2020-03-31-venture-capital-isnt-escaping-the-downward-
 Coronavirus: Trump gets Seoul population wrong after saying he knows South Korea 'better than anybody' - 09:52 AM EDT;https://www.independent.co.uk/news/world/americas/donald-trump-south-korea-seoul-population-coronavirus-a9437846.html;independent-co-uk-news-world-americas-donald-trump-south-korea-seoul-
 Coronavirus: London church selling 'plague protection kits' for £90 consisting of oil and red yarn - 09:52 AM EDT;https://www.independent.co.uk/news/health/coronavirus-church-plague-protection-kits-oil-red-yarn-bishop-climate-ministries-a9438171.html;independent-co-uk-news-health-coronavirus-church-plague-protection-ki
 Tokyo records highest number of new coronavirus cases in a single day - 09:52 AM EDT;https://boingboing.net/2020/03/31/tokyo-records-most-new-coronav.html;boingboing-net-2020-03-31-tokyo-records-most-new-coronav-html
 FDA authorizes use of new two-minute test kit for coronavirus - 09:51 AM EDT;https://www.reuters.com/article/us-health-coronavirus-bodysphere/fda-authorizes-use-of-new-two-minute-test-kit-for-coronavirus-idUSKBN21I1T7?feedType=RSS&feedName=topNews;reuters-com-article-us-health-coronavirus-bodysphere-fda-authorizes-u
 Belgian girl becomes Europe's youngest coronavirus victim: media - 09:51 AM EDT;https://www.reuters.com/article/us-health-coronavirus-belgium-death/belgian-girl-becomes-europes-youngest-coronavirus-victim-media-idUSKBN21I1W8?feedType=RSS&feedName=topNews;reuters-com-article-us-health-coronavirus-belgium-death-belgian-girl-
 Airline Staff Dance to 'Don't Stop Believing' After Final Flight Due to Coronavirus Pandemic - 09:51 AM EDT;https://www.newsweek.com/airline-staff-dont-stop-believing-final-flight-coronavirus-pandemic-1495244?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution;newsweek-com-airline-staff-dont-stop-believing-final-flight-coronavir
 Pompeo: Countries need to ‘step up’ and provide accurate coronavirus data - 09:51 AM EDT;https://nypost.com/2020/03/31/pompeo-countries-need-to-step-up-and-provide-accurate-coronavirus-data/;nypost-com-2020-03-31-pompeo-countries-need-to-step-up-and-provide-ac
 Coronavirus and cruises: Roughly 10 ships are 'stranded' at sea amid pandemic - 09:48 AM EDT;https://www.foxnews.com/travel/coronavirus-cruises-ships-stranded-sea-pandemic;foxnews-com-travel-coronavirus-cruises-ships-stranded-sea-pandemic
 Florida pastor's legal team responds to 'entirely inappropriate' arrest - 09:48 AM EDT;https://www.foxnews.com/us/coronavirus-arrest-florida-pastor-church-update-tampa;foxnews-com-us-coronavirus-arrest-florida-pastor-church-update-tampa
 Coronavirus and sports: Bundesliga eyeing May return - 09:47 AM EDT;https://www.dw.com/en/coronavirus-and-sports-bundesliga-eyeing-may-return/a-52569936?maca=en-rss-en-all-1573-rdf;dw-com-en-coronavirus-and-sports-bundesliga-eyeing-may-return-a-52569
 Coronavirus latest: Spain records highest death count yet - 09:47 AM EDT;https://www.dw.com/en/coronavirus-latest-spain-records-highest-death-count-yet/a-52963155?maca=en-rss-en-all-1573-rdf;dw-com-en-coronavirus-latest-spain-records-highest-death-count-yet-a-
 StayTheF***Home: Russian online bar shakes up self-isolation - 09:47 AM EDT;https://www.dw.com/en/staythef-home-russian-online-bar-shakes-up-self-isolation/a-52967919?maca=en-rss-en-all-1573-rdf;dw-com-en-staythef-home-russian-online-bar-shakes-up-self-isolation-a
 Coronavirus: Why the UK death count is an inexact science - 09:46 AM EDT;https://www.bbc.co.uk/news/health-52103808;bbc-co-uk-news-health-52103808
 What will post-pandemic New York City look like? - 09:46 AM EDT;http://marginalrevolution.com/marginalrevolution/2020/03/what-will-post-pandemic-new-york-city-look-like.html;http-marginalrevolution-com-marginalrevolution-2020-03-what-will-post
 Coronavirus in Russia: Putin Fades From View as Country Braces for Pandemic - 09:46 AM EDT;https://www.nytimes.com/2020/03/30/world/europe/coronavirus-russia-putin.html;nytimes-com-2020-03-30-world-europe-coronavirus-russia-putin-html
 France Is Putting Domestic Abuse Victims in Hotels During Coronavirus Lockdown - 09:46 AM EDT;https://www.vice.com/en_us/article/y3mj4g/france-is-putting-domestic-abuse-victims-in-hotels-during-coronavirus-lockdown;vice-com-en_us-article-y3mj4g-france-is-putting-domestic-abuse-victim
 Prince Harry and Meghan Start Their New Chapter - 09:45 AM EDT;https://time.com/5812982/prince-harry-meghan-markle-royal-titles/;time-com-5812982-prince-harry-meghan-markle-royal-titles-
 Tucker Carlson Tells Government To ‘Stop Lying To Us’ During COVID-19 Crisis - 09:45 AM EDT;https://dailycaller.com/2020/03/31/tucker-carlson-government-stop-lying-coronavirus-covid-19-crisis/;dailycaller-com-2020-03-31-tucker-carlson-government-stop-lying-coron
 As the coronavirus threatens Mexico’s economy, its president antagonizes investors - 09:45 AM EDT;https://www.washingtonpost.com/opinions/2020/03/31/coronavirus-threatens-mexicos-economy-its-president-antagonizes-investors/?utm_source=rss&utm_medium=referral&utm_campaign=wp_opinions;washingtonpost-com-opinions-2020-03-31-coronavirus-threatens-mexicos-
 After $2 Trillion Stimulus, a Call for Another U.S. Rescue Fund - 09:44 AM EDT;https://www.bloomberg.com/news/articles/2020-03-31/after-2-trillion-stimulus-a-call-for-another-u-s-rescue-fund;bloomberg-com-news-articles-2020-03-31-after-2-trillion-stimulus-a-ca
 Boris Johnson Faces Calls to Release Data Behind U.K.’s Lockdown - 09:44 AM EDT;https://www.bloomberg.com/news/articles/2020-03-31/boris-johnson-faces-calls-to-release-data-behind-u-k-s-lockdown;bloomberg-com-news-articles-2020-03-31-boris-johnson-faces-calls-to-r
 Pelosi to Push Vote-by-Mail Funding for States in Next Stimulus - 09:44 AM EDT;https://www.bloomberg.com/news/articles/2020-03-31/pelosi-to-push-vote-by-mail-funding-for-states-in-next-stimulus;bloomberg-com-news-articles-2020-03-31-pelosi-to-push-vote-by-mail-fu
 Hospitalizations of patients with coronavirus-like symptoms drop 20 percent in Washington state Inbox x - 09:44 AM EDT;https://thehill.com/homenews/state-watch/490324-hospitalizations-of-patients-with-coronavirus-like-symptoms-drop-20;thehill-com-homenews-state-watch-490324-hospitalizations-of-patients-
 Coronavirus: Many Hongkongers find disruption to social life tougher to handle amid curbs to contain epidemic, says survey - 09:43 AM EDT;https://www.scmp.com/news/hong-kong/politics/article/3077751/coronavirus-many-hongkongers-find-disruption-social-life;scmp-com-news-hong-kong-politics-article-3077751-coronavirus-many-hon
 The Matrix and More: What’s Coming to Netflix in April 2020 - 09:43 AM EDT;https://nationalinterest.org/blog/buzz/matrix-and-more-what%E2%80%99s-coming-netflix-april-2020-139162;nationalinterest-org-blog-buzz-matrix-and-more-what-E2-80-99s-coming-
 Pandemic Bonds: The Only Way To Stop a Coronavirus-Induced Economic Catastrophe? - 09:43 AM EDT;https://nationalinterest.org/blog/buzz/pandemic-bonds-only-way-stop-coronavirus-induced-economic-catastrophe-139182;nationalinterest-org-blog-buzz-pandemic-bonds-only-way-stop-coronavir
 How Governments Around the World Have Dealt With Coronavirus - 09:43 AM EDT;https://nationalinterest.org/blog/buzz/how-governments-around-world-have-dealt-coronavirus-139032;nationalinterest-org-blog-buzz-how-governments-around-world-have-deal
 End of International Cooperation? How Coronavirus Has Changed the World Permanently - 09:43 AM EDT;https://nationalinterest.org/blog/buzz/end-international-cooperation-how-coronavirus-has-changed-world-permanently-139092;nationalinterest-org-blog-buzz-end-international-cooperation-how-coro
 Katherine Schwarzenegger's coronavirus concern prompts LA mayor to suspend farmers markets - 09:43 AM EDT;https://www.foxnews.com/entertainment/katherine-schwarzenegger-coronavirus-prompts-la-mayor-suspend-farmers-markets;foxnews-com-entertainment-katherine-schwarzenegger-coronavirus-prompt
 Bernie Sanders Talks Medicare for All in Light of COVID-19 - 09:43 AM EDT;https://www.rollingstone.com/tv/tv-news/bernie-sanders-seth-meyers-coronavirus-975650/;rollingstone-com-tv-tv-news-bernie-sanders-seth-meyers-coronavirus-97
 Coronavirus updates LIVE: COVID-19 cases surpass 800,000 worldwide, NSW and QLD Border Force officials test positive - 09:43 AM EDT;https://www.smh.com.au/national/coronavirus-updates-live-covid-19-cases-surpass-800-000-worldwide-nsw-and-qld-border-force-officials-test-positive-20200331-p54ft0.html?ref=rss&utm_medium=rss&utm_source=rss_feed;smh-com-au-national-coronavirus-updates-live-covid-19-cases-surpass-8
 Tablet interactive: Coronavirus outbreak - 09:43 AM EDT;https://www.smh.com.au/lifestyle/tablet-interactive-coronavirus-outbreak-20200331-h1n1k3.html?ref=rss&utm_medium=rss&utm_source=rss_feed;smh-com-au-lifestyle-tablet-interactive-coronavirus-outbreak-20200331
 Coronavirus: Retired doctors, nursing, med students: California wants you - 09:42 AM EDT;https://www.mercurynews.com/2020/03/31/retired-docs-nursing-med-students-california-wants-you/;mercurynews-com-2020-03-31-retired-docs-nursing-med-students-californ
 NYC reports 1st coronavirus death of a person under 18 - 09:42 AM EDT;https://www.seattletimes.com/seattle-news/health/nyc-reports-1st-coronavirus-death-of-a-person-under-18/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all;seattletimes-com-seattle-news-health-nyc-reports-1st-coronavirus-deat
 11 Veterans Die At Soldiers' Home in Massachusetts Amid COVID-19 Outbreak - 09:42 AM EDT;https://www.npr.org/sections/coronavirus-live-updates/2020/03/31/824405812/11-veterans-die-at-soldiers-home-in-massachusetts-amid-covid-19-outbreak?utm_medium=RSS&utm_campaign=news;npr-org-sections-coronavirus-live-updates-2020-03-31-824405812-11-vet
 Wall Street opens lower on final day of torrid quarter - 09:42 AM EDT;https://www.reuters.com/article/us-usa-stocks/wall-street-opens-lower-on-final-day-of-torrid-quarter-idUSKBN21I1C6?feedType=RSS&feedName=topNews;reuters-com-article-us-usa-stocks-wall-street-opens-lower-on-final-da
 Coronavirus concerns delay restart of Ford's North American production - 09:42 AM EDT;https://www.reuters.com/article/us-health-coronavirus-ford/coronavirus-concerns-delay-restart-of-fords-north-american-production-idUSKBN21I1KC?feedType=RSS&feedName=topNews;reuters-com-article-us-health-coronavirus-ford-coronavirus-concerns-d
 Axonius nabs $58M for its cybersecurity-focused network asset management platform - 09:40 AM EDT;https://techcrunch.com/2020/03/31/axonius-nabs-58m-for-its-cybersecurity-focused-network-asset-management-platform/;techcrunch-com-2020-03-31-axonius-nabs-58m-for-its-cybersecurity-focu
 General Motors spins up global supply chain to make 50,000 face masks a day - 09:40 AM EDT;https://techcrunch.com/2020/03/31/general-motors-spins-up-global-supply-chain-to-make-50000-face-masks-a-day/;techcrunch-com-2020-03-31-general-motors-spins-up-global-supply-chain
 Dining and takeout startup Allset raises $8.25M as it adapts to life under lockdown - 09:40 AM EDT;https://techcrunch.com/2020/03/31/allset-series-b/;techcrunch-com-2020-03-31-allset-series-b-
 Coronavirus: CDC could recommend all Americans wear face masks in public - 09:39 AM EDT;https://www.independent.co.uk/news/world/americas/us-politics/coronavirus-cdc-face-mask-wear-public-store-a9438181.html;independent-co-uk-news-world-americas-us-politics-coronavirus-cdc-fac
 Russian doctor who met Putin last week has coronavirus, state TV reports - 09:39 AM EDT;https://boingboing.net/2020/03/31/russian-doctor-who-met-putin-l.html;boingboing-net-2020-03-31-russian-doctor-who-met-putin-l-html
 The Quaranzine, a collaborative Instagram zine documenting life and thoughts during COVID-19 - 09:39 AM EDT;https://boingboing.net/2020/03/31/the-quaranzine-a-collaborativ.html;boingboing-net-2020-03-31-the-quaranzine-a-collaborativ-html
 Maxine Waters blasts Trump for handling of coronavirus outbreak - 09:37 AM EDT;https://www.cbsnews.com/news/coronavirus-maxine-waters-tweets-trump/;cbsnews-com-news-coronavirus-maxine-waters-tweets-trump-
 Genetic analysis of the coronavirus gives scientists clues about how it’s spreading  - 09:37 AM EDT;https://www.theverge.com/2020/3/31/21199782/coronavirus-samples-genetic-analysis-covid-spread-biotech-pandemic;theverge-com-2020-3-31-21199782-coronavirus-samples-genetic-analysis-
 Coronavirus claims life of New York City minor - 09:37 AM EDT;https://www.foxnews.com/health/coronavirus-claims-life-of-new-york-city-minor;foxnews-com-health-coronavirus-claims-life-of-new-york-city-minor
 Thailand's king self-quarantining in Germany with 20 women, servants: reports - 09:37 AM EDT;https://www.foxnews.com/world/thailand-king-self-quarantining-from-coronavirus-with-women;foxnews-com-world-thailand-king-self-quarantining-from-coronavirus-wi
 Belgium woman, 90, with coronavirus dies after telling doctors to save ventilator for younger patients - 09:37 AM EDT;https://www.foxnews.com/us/belgium-woman-coronavirus-ventilator;foxnews-com-us-belgium-woman-coronavirus-ventilator
 Coronavirus can cause heart injury even for those without underlying issues: study - 09:36 AM EDT;https://nypost.com/2020/03/31/coronavirus-can-cause-heart-injury-even-for-those-without-underlying-issues-study/;nypost-com-2020-03-31-coronavirus-can-cause-heart-injury-even-for-tho
 ABC shelves ‘The Bachelor Summer Games’ amid coronavirus pandemic - 09:36 AM EDT;https://pagesix.com/2020/03/31/abc-shelves-the-bachelor-summer-games-amid-coronavirus-pandemic/;pagesix-com-2020-03-31-abc-shelves-the-bachelor-summer-games-amid-cor
 Ford to build 50,000 ventilators within 100 days to help coronavirus patients - 09:36 AM EDT;https://nypost.com/2020/03/31/ford-to-build-50000-ventilators-within-100-days-to-help-coronavirus-patients/;nypost-com-2020-03-31-ford-to-build-50000-ventilators-within-100-days
 Amazon fires Staten Island warehouse worker who wanted coronavirus protections - 09:30 AM EDT;https://www.foxnews.com/tech/amazon-fires-staten-island-warehouse-worker-coronavirus;foxnews-com-tech-amazon-fires-staten-island-warehouse-worker-coronavi
 Former NFL player-turned-neurosurgeon: A 'collective buy-in' is needed to slow coronavirus - 09:30 AM EDT;https://www.foxnews.com/media/nfl-player-neurosurgeon-myron-rolle-coronavirus;foxnews-com-media-nfl-player-neurosurgeon-myron-rolle-coronavirus
 Americans face nearly unprecedented travel restrictions inside US as states rush to stem coronavirus tide - 09:30 AM EDT;https://www.foxnews.com/politics/states-rush-to-place-travel-restrictions-on-out-of-state-visitors-as-cornavirus-crisis-continues;foxnews-com-politics-states-rush-to-place-travel-restrictions-on-out-
 Coronavirus live blog: Allergist and immunologist Dr. Purvi Parikh answers your questions - 09:30 AM EDT;https://www.foxnews.com/health/coronavirus-live-blog-allergist-and-immunologist-dr-purvi-parikh;foxnews-com-health-coronavirus-live-blog-allergist-and-immunologist-d
 Japan businessman admits giving gifts for successful Tokyo Olympic bid - 09:28 AM EDT;https://www.theguardian.com/sport/2020/mar/31/japan-businessman-admits-giving-gifts-for-successful-tokyo-olympic-bid;theguardian-com-sport-2020-mar-31-japan-businessman-admits-giving-gif
 'The day was full of joy and love': how people are getting married while in lockdown - 09:28 AM EDT;https://www.theguardian.com/lifeandstyle/2020/mar/31/the-day-was-full-of-joy-and-love-how-people-are-getting-married-while-in-lockdown;theguardian-com-lifeandstyle-2020-mar-31-the-day-was-full-of-joy-and-
 Kraken's VIP clients make bullish Bitcoin price predictions - 09:28 AM EDT;https://decrypt.co/24052/krakens-vip-clients-make-bullish-bitcoin-price-predictions;decrypt-co-24052-krakens-vip-clients-make-bullish-bitcoin-price-predi
 WILFORD: The COVID Relief Bill Passed, But Democrats’ Delays Cost Americans Everywhere - 09:28 AM EDT;https://dailycaller.com/2020/03/31/wilford-the-covid-relief-bill-passed-but-democrats-delays-cost-americans-everywhere/;dailycaller-com-2020-03-31-wilford-the-covid-relief-bill-passed-but-d
